dataset,representation,accuracy,precision,recall,f1,mean_map_tn,mean_map_fp,mean_map_fn,mean_map_tp
uni_isolated_raw,raw,0.9966666666666667,1.0,0.9777777777777777,0.9887640449438202,255.0,0.0,1.0,44.0
